sent_id,sys_name,sys_type,orig_sent,simp_sent,grammaticality,meaning,simplicity,structural_simplicity
48,NTS-h1_w2v_model,NeuralSeq2Seq,"As a result, although many mosques will not enforce violations, both men and women when attending a mosque must adhere to these guidelines.","As a result, many mosques will not enforce violations, both men and women when attending a mosque must adhere to these guidelines.",3,2.666666667,-0.333333333,-0.333333333
49,NTS-h1_w2v_model,NeuralSeq2Seq,"Mariel of Redwall is a fantasy novel by Brian Jacques, published in 1991.","Mariel of Redwall is a fantasy novel by Brian Jacques, published in 1991.",5,5,0,0
50,NTS-h1_w2v_model,NeuralSeq2Seq,"Ryan Prosser (born 10 July, 1988) is a professional rugby union player for Bristol Rugby in the Guinness Premiership.",Ryan Prosser (born 10 July 1988) is a professional rugby player.,5,3,1.333333333,1.333333333
51,NTS-h1_w2v_model,NeuralSeq2Seq,"Like previous assessment reports, it consists of four reports, three of them from its working groups.","Like previous assessment reports, it consists of four reports, three of them from its working groups.",4.666666667,5,0,0
52,NTS-h1_w2v_model,NeuralSeq2Seq,"Their granddaughter Hélène Langevin-Joliot is a professor of nuclear physics at the University of Paris, and their grandson Pierre Joliot, who was named after Pierre Curie, is a noted biochemist.",Their granddaughter Hélène Langevin-Joliot is a professor of nuclear physics at the University of Paris.,5,2.666666667,1.333333333,1.333333333
53,NTS-h1_w2v_model,NeuralSeq2Seq,"This stamp remained the standard letter stamp for the remainder of Victoria's reign, and vast quantities were printed.","This stamp remained the standard letter stamp for the remainder of Victoria 's reign, and vast quantities were printed.",4.666666667,5,0,0
54,NTS-h1_w2v_model,NeuralSeq2Seq,The International Fight League was an American mixed martial arts (MMA) promotion billed as the world's first MMA league.,The International Fight League was an American mixed martial arts.,4.333333333,2.666666667,0.666666667,0.666666667
55,NTS-h1_w2v_model,NeuralSeq2Seq,"Giardia lamblia (synonymous with Lamblia intestinalis and Giardia duodenalis) is a flagellated protozoan parasite that colonises and reproduces in the small intestine, causing giardiasis.","Giardia lamblia (synonymous with Lamblia intestinalis and Giardia duodenalis) is a flagellated protozoan parasite that colonises and reproduces in the small intestine, causing giardiasis.",5,5,0,0
56,NTS-h1_w2v_model,NeuralSeq2Seq,"Aside from this, Cameron has often worked in Christian-themed productions, among them the post-Rapture films Left Behind: The Movie, Left Behind II: Tribulation Force, and Left Behind: World at War, in which he plays Cameron ""Buck"" Williams.","The Movie, Left Behind II: Tribulation Force, and Left Behind: World at War, in which he plays Cameron ""Buck"" Williams.",1.666666667,2,0.333333333,0.333333333
57,NTS-h1_w2v_model,NeuralSeq2Seq,"This was the area east of the mouth of the Vistula River, later sometimes called ""Prussia proper"".","This was the area east of the mouth of the Vistula River, later sometimes called ""Prussia proper"".",5,5,0,0
58,NTS-h1_w2v_model,NeuralSeq2Seq,After graduation he returned to Yerevan to teach at the local Conservatory and later he was appointed artistic director of the Armenian Philarmonic Orchestra.,After graduation he returned to Yerevan to teach at the local Conservatory and later he was appointed artistic director of the Armenian Philarmonic Orchestra.,5,5,0,0
59,NTS-h1_w2v_model,NeuralSeq2Seq,"The story of Christmas is based on the biblical accounts given in the Gospel of Matthew, namely - and the Gospel of Luke, specifically -.","The story of Christmas is based on the biblical accounts given in the Gospel of Matthew, namely - and the Gospel of Luke, specifically -.",4,5,0,0
60,NTS-h1_w2v_model,NeuralSeq2Seq,Weelkes was later to find himself in trouble with the Chichester Cathedral authorities for his heavy drinking and immoderate behaviour.,Weelkes was later to find himself in trouble with the Chichester Cathedral authorities for his heavy drinking and immoderate Behaviour.,4.666666667,5,0,0
61,NTS-h1_w2v_model,NeuralSeq2Seq,"So far the 'celebrity' episodes have included Vic Reeves, Nancy Sorrell, Gaby Roslin, Scott Mills, Mark Chapman, Simon Gregson, Sue Cleaver, Carol Thatcher, Paul O'Grady and Lee Ryan.","So far the 'celebrity' episodes have included Vic Reeves, Nancy Sorrell, Gaby Roslin, Scott Mills, Mark Chapman, Simon Gregson, Sue Cleaver, Carol Thatcher, Paul O 'Grady and Lee Ryan.",5,5,0,0
62,NTS-h1_w2v_model,NeuralSeq2Seq,"It was discovered by Stephen P. Synnott in images from the Voyager 1 space probe taken on March 5, 1979 while orbiting around Jupiter.","It was found by Stephen P. Synnott in images from the Voyager 1 space probe taken on March 5, 1979 while orbiting around Jupiter.",5,5,0.666666667,0
63,NTS-h1_w2v_model,NeuralSeq2Seq,"Gomaespuma was a Spanish radio show, hosted by Juan Luis Cano and Guillermo Fesser.","Gomaespuma was a Spanish radio show, hosted by Juan Luis Cano and Guillermo Fesser.",5,5,0,0
64,NTS-h1_w2v_model,NeuralSeq2Seq,"On 16 June 2009, the official release date of The Resistance was announced on the band's website.","On June 16, 2009, the official release date of The Resistance was announced on the band 's website.",5,5,0,0
65,NTS-h1_w2v_model,NeuralSeq2Seq,He is also a member of another Jungiery boyband 183 Club.,He is also a member of another Jungiery boyband 183 Club.,4.333333333,5,0,0
66,NTS-h1_w2v_model,NeuralSeq2Seq,"The Apostolic Tradition, attributed to the theologian Hippolytus, attests the singing of Hallel psalms with Alleluia as the refrain in early Christian agape feasts.","The Apostolic Lama, attributed the singing of Hallel psalms with Alleluia as the refrain in early Christian agape feasts.",2,2,-0.333333333,-0.333333333
67,NTS-h1_w2v_model,NeuralSeq2Seq,"In return, Rollo swore fealty to Charles, converted to Christianity, and undertook to defend the northern region of France against the incursions of other Viking groups.","In return, Rollo swore fealty to Charles, converted to Christianity, and undertook to defend the northern region of France against the raids of other Viking groups.",5,5,1,0
68,NTS-h1_w2v_model,NeuralSeq2Seq,It is derived from Voice of America (VoA) Special English.,It is derived from Voice of America (VoA) Special English.,4.333333333,5,0,0
69,NTS-h1_w2v_model,NeuralSeq2Seq,"Disney received a full-size Oscar statuette and seven miniature ones, presented to him by 10-year-old child actress Shirley Temple.","Disney received a full-size Oscar statuette and seven miniature ones, presented to him by 10-year-old child actress Shirley Temple.",5,5,0,0
70,NTS-h1_w2v_model,NeuralSeq2Seq,It was the first asteroid to be discovered by a spacecraft.,It was the first asteroid to be discovered by a spacecraft.,5,5,0,0
1,NTS-h4_default_model,NeuralSeq2Seq,"One side of the armed conflicts is composed mainly of the Sudanese military and the Janjaweed, a Sudanese militia group recruited mostly from the Afro-Arab Abbala tribes of the northern Rizeigat region in Sudan.","One side of the armed conflicts is composed mainly of the Sudanese military and the Janjaweed, a Sudanese militia group recruited from the Afro-Arab Abbala tribes of the northern Rizeigat region in Sudan.",5,4.666666667,0,0
2,NTS-h4_default_model,NeuralSeq2Seq,"Jeddah is the principal gateway to Mecca, Islam's holiest city, which able-bodied Muslims are required to visit at least once in their lifetime.",Jeddah is the main gateway to Mecca.,4.666666667,2.333333333,1.666666667,1.333333333
3,NTS-h4_default_model,NeuralSeq2Seq,The Great Dark Spot is thought to represent a hole in the methane cloud deck of Neptune.,It is thought to be a hole in the methane cloud deck of Neptune.,5,3.666666667,1.333333333,0.666666667
4,NTS-h4_default_model,NeuralSeq2Seq,"His next work, Saturday, follows an especially eventful day in the life of a successful neurosurgeon.","His next work, Saturday, follows a especially Day in the life of a successful neurosurgeon.",3,3.666666667,-0.333333333,-0.333333333
5,NTS-h4_default_model,NeuralSeq2Seq,"The tarantula, the trickster character, spun a black cord and, attaching it to the ball, crawled away fast to the east, pulling on the cord with all his strength.","The tarantula, the trickster character, spun a black cord and, expressing it to the ball, crawled away fast to the east, pulling on the cord with all his strength.",2.666666667,3.333333333,-0.333333333,-0.333333333
6,NTS-h4_default_model,NeuralSeq2Seq,"There he died six weeks later, on 13 January 888.",There he died six weeks later.,5,3.666666667,1,1
7,NTS-h4_default_model,NeuralSeq2Seq,They are culturally akin to the coastal peoples of Papua New Guinea.,They are culturally akin to the coastal communities of Papua New Guinea.,4.666666667,4.666666667,0,0
8,NTS-h4_default_model,NeuralSeq2Seq,"Since 2000, the recipient of the Kate Greenaway Medal has also been presented with the Colin Mears Award to the value of £5000.","Since 2000, the recipient of the Kate Greenaway Medal has also been presented with the Colin Mears Award to the value of 5000 5000.",3,3.333333333,-0.333333333,-0.333333333
9,NTS-h4_default_model,NeuralSeq2Seq,"Following the drummers are dancers, who often play the sogo (a tiny drum that makes almost no sound) and tend to have more elaborate — even acrobatic — choreography.","Following the drummers are dancers, who often play the sogo (a tiny drum that makes almost no sound) and tend to have more elaborate — even acrobatic — dances.",5,5,1,0
10,NTS-h4_default_model,NeuralSeq2Seq,"The spacecraft consists of two main elements: the NASA Cassini orbiter, named after the Italian-French astronomer Giovanni Domenico Cassini, and the ESA Huygens probe, named after the Dutch astronomer, mathematician and physicist Christiaan Huygens.","The spacecraft has two main elements: the NASA Cassini orbiter, named after the Italian-French astronomer Giovanni Stephenson Cassini, and the ESA Huygens probe, named after the Dutch astronomer, mathematician and physicist Christiaan Huygens.",5,5,0.666666667,0
11,NTS-h4_default_model,NeuralSeq2Seq,"Alessandro (""Sandro"") Mazzola (born 8 November 1942) is an Italian former football player.","Alessandro (""Sandro"") (born 8 November 1942) is an Italian football player.",5,4,0.666666667,0.666666667
12,NTS-h4_default_model,NeuralSeq2Seq,It was originally thought that the debris thrown up by the collision filled in the smaller craters.,It was originally thought that the debris jumped up by the collision filled in the smaller craters.,2.666666667,3.666666667,-0.333333333,-0.333333333
13,NTS-h4_default_model,NeuralSeq2Seq,"Graham attended Wheaton College from 1939 to 1943, when he graduated with a BA in anthropology.","Graham graduated from Wheaton College from 1939 to 1943, when he graduated with a BA in anthropology.",2.666666667,3.333333333,0.333333333,0
14,NTS-h4_default_model,NeuralSeq2Seq,"However, the BZÖ differs a bit in comparison to the Freedom Party, as is in favor of a referendum about the Lisbon Treaty but against an EU-Withdrawal.","However, the BZÖ is in favor of a referendum about the Lisbon Treaty.",5,2.333333333,1.333333333,1.333333333
15,NTS-h4_default_model,NeuralSeq2Seq,"Many species had vanished by the end of the nineteenth century, with European settlement.","Many species had gone by the end of the 19th century, with European settlement.",3.666666667,3.666666667,0.666666667,0
16,NTS-h4_default_model,NeuralSeq2Seq,In 1987 Wexler was inducted into the Rock and Roll Hall of Fame.,Wexler was inducted into the Rock and Roll Hall of Fame in 1987.,5,5,0,0
17,NTS-h4_default_model,NeuralSeq2Seq,"In its pure form, dextromethorphan occurs as a white powder.",It is a white powder.,5,2.333333333,1.666666667,1.333333333
18,NTS-h4_default_model,NeuralSeq2Seq,Admission to Tsinghua is extremely competitive.,Admission to salamanders is very competitive.,3,2.333333333,0,-0.333333333
